Latitude,Longitude,Avg_Temp_Day1,Avg_Temp_Day2
-66.50450282944448,-78.39220967039066,30.25,29.0
88.99349712621398,-82.58498723132827,-16.4,-15.95
30.057299197840067,-63.687693610910344,68.8,71.15
-73.68895121658281,163.48308114436907,1.35,-3.5999999999999996
36.856213193478,-43.093923432025036,62.05,61.0
-89.65912353529843,74.41443174901198,-34.35,-33.75
-43.197405367799185,-41.26264421593365,53.150000000000006,55.150000000000006
17.01496591807218,-98.02828785014655,64.55,63.75
46.66443421282682,-100.20163621641979,26.0,30.1
-25.811646728340563,-97.88512473167653,66.5,66.69999999999999
61.65681871224734,-123.69704040330491,-2.2,-8.1
43.31763609501192,-90.98607728143975,32.599999999999994,31.55
-18.901092370238942,171.28319815046632,78.8,79.19999999999999
-22.161982840350376,68.70674621957988,78.1,78.8
31.57464638239159,125.61676883064632,51.75,53.9
5.663197471219291,13.489158644248846,76.8,78.69999999999999
53.27883676138822,-92.45745617665348,5.6,16.6
10.614601517476899,-90.79271384549867,83.75,83.35
-21.06904628604228,127.58555928128175,93.25,94.35
-63.966959594464356,54.11974212536134,29.1,29.55
50.864892235743014,179.37202708729177,40.35,40.65
72.72436075322872,-38.06817042042218,-16.0,-16.95
49.29801263165891,-73.43873136049854,21.35,13.0
82.21018927825864,-53.423533404502706,21.55,23.05
0.9395769746660818,10.200406767972794,73.15,75.35
54.71626252396214,-138.0506915949695,44.35,44.6
2.393299748303008,-9.367429559364666,81.30000000000001,81.65
-81.48197997665567,-89.42388274972721,-7.300000000000001,-2.9
86.79008640286449,77.28721608982869,-11.1,-12.25
-31.245964078991435,177.47874779557122,67.35,68.9
69.84976483443197,5.521894941795779,37.6,37.25
16.535983012491585,117.92004926813854,81.25,81.3
-80.178832429712,96.07438695152791,-39.5,-37.15
29.241221639011982,92.02988373850326,31.9,29.8
14.01744170131191,-172.6514506934283,78.85,79.9
23.24356704458964,-107.3841495787498,76.4,76.4
70.9854580470643,-66.10904023039726,30.8,26.2
9.3719882339349,96.41015208471043,82.80000000000001,82.4
64.00772479236684,121.36549101922708,-19.7,-34.95
-88.22541570380217,20.271487078560682,-31.65,-33.5
7.53617646762136,149.6127522354601,83.2,83.45
-9.91912659328959,-119.19722744495974,77.94999999999999,77.95
29.259422049845085,24.110251004172454,59.1,59.599999999999994
-39.63423673845324,-22.685967139884923,56.2,56.8
86.92469415085836,-23.707499722756523,-10.399999999999999,-10.7
-17.018502213991752,22.864535662380433,75.15,78.35
-85.70438128899997,162.81770956242832,-17.200000000000003,-10.0
65.38310970430615,60.86886094197192,22.450000000000003,16.0
-82.48770706630089,14.455921676931979,-31.65,-35.0
42.285448744370626,-3.7913802530183602,39.3,37.0
56.800217720265465,175.1335142339472,38.9,36.3
78.18467393504545,140.49572659082975,-6.95,-2.6500000000000004
46.527334725388215,-119.99549695031101,33.05,38.8
-24.515641777463628,3.7482823097262212,69.65,69.35
50.9355071068193,168.91049294104897,38.95,37.900000000000006
82.14861373272728,-21.83875346077474,-0.1499999999999999,8.65
23.93754215551192,-101.52640905223481,55.6,56.75
43.09523070853743,-133.47004198562195,55.9,57.2
31.87176617108463,-93.2477147446936,63.0,61.75
-86.30306814828656,-151.38763634308006,1.5499999999999998,8.75
29.49276568467984,-126.69376929104908,65.05,64.25
8.230561633209078,-161.77729784706568,82.19999999999999,82.95
42.295905183318155,172.02607615527972,50.75,47.400000000000006
-21.094552750341037,-66.33925138154144,51.05,53.95
75.50068461460839,-123.77446259501642,-1.75,6.05
25.36018439592229,-57.67823703346981,75.55000000000001,75.3
63.53078740188005,46.25597417064989,13.0,13.4
58.05971057724258,4.4781699373016295,37.5,37.95
-51.46869756522567,-54.96219485023079,44.15,43.15
-5.037803788915738,66.16145303209433,82.1,81.5
7.147052707016556,-68.75767276985859,85.25,85.2
66.23489227240051,-99.79301436045031,5.3,-1.25
-61.97738040538514,36.39994289725266,30.1,28.95
-19.583984047868327,-107.2123107831314,72.0,71.35
-19.942213664312817,-84.92094722768083,65.85,66.25
-46.997652005955636,-86.75767233195357,42.95,45.3
55.85353560043407,153.36457007312964,26.299999999999997,24.5
-55.772552830062175,-129.225367764629,42.05,40.400000000000006
-17.193535368391963,37.07580517627437,76.15,78.55
61.52563192965971,114.79410228135646,-12.850000000000001,-23.65
-13.08235399658605,-8.100208319972666,72.6,72.65
-5.934343244435638,73.33613925410859,81.25,81.44999999999999
-46.64138097769106,18.4631004639092,44.7,42.3
12.872947160646362,-136.18541976670372,78.85,78.7
36.07073293264561,113.6145873309581,28.1,34.45
-30.161697972689097,-154.3409875557947,68.65,67.19999999999999
28.755892337085953,102.18486618386402,47.75,46.9
24.402045354108893,28.085062558560708,64.0,64.3
-58.330397441417354,-15.556763418052327,30.700000000000003,31.05
-46.27808171540474,57.06732540428425,40.6,43.900000000000006
74.6319552983615,-130.6183324535646,4.5,5.75
71.7435636305459,-124.46940933053686,7.9,7.3
-1.1680723309994079,178.4445300153231,83.3,83.2
-71.64688785869356,-100.8622594383525,28.8,31.1
8.684132821567161,4.664226457701801,84.55,84.7
82.50453207240074,11.550897755864526,-0.9500000000000001,0.7499999999999999
-54.300190019658785,-164.04625236166288,40.3,43.45
42.55070466303772,142.54545603464794,20.0,25.65
-9.29087689682568,159.94190532804686,81.4,82.4
41.724438555770575,-47.992829854578474,52.7,56.7
